Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
FBgn0263738	Ada2a	3R	18252843	18255487	-1	protein_coding
FBgn0015602	BEAF-32	2R	14770469	14772630	1	protein_coding
FBgn0033302	Cyp6a14	2R	8564187	8567202	-1	protein_coding
FBgn0267205	lncRNA:CR45645	3R	21861377	21862080	-1	ncRNA
FBgn0265098	lncRNA:CR44203	2R	7429496	7429995	-1	ncRNA
FBgn0002533	Lcp2	2R	8433797	8434785	-1	protein_coding
FBgn0014133	bif	X	11678970	11694740	1	protein_coding
FBgn0267796	Tmc	3L	9597764	9614001	1	protein_coding
FBgn0261064	Rbsn-5	2L	8159832	8161800	1	protein_coding
FBgn0032184	CG13135	2L	10122129	10122771	-1	protein_coding
FBgn0002922	nau	3R	23712814	23718357	-1	protein_coding
FBgn0032430	CG6388	2L	12428028	12430021	1	protein_coding
FBgn0032633	Lrch	2L	17367511	17384115	-1	protein_coding
FBgn0058191	CG40191	2R	1264140	1267747	1	protein_coding
FBgn0004053	zen	3R	6752864	6754194	-1	protein_coding
FBgn0267805	lncRNA:CR46130	3R	7315399	7315661	1	ncRNA
FBgn0035165	CG13887	3L	837861	839931	1	protein_coding
FBgn0265966	lncRNA:CR44753	X	391835	393227	-1	ncRNA
FBgn0052333	CG32333	3L	1275956	1295699	1	protein_coding
FBgn0003366	sev	X	11071441	11086299	-1	protein_coding
FBgn0259683	Ir40a	2L	22189526	22214376	-1	protein_coding
FBgn0013673	mt:ATPase8	mitochondrion_genome	3907	4068	1	protein_coding
FBgn0266313	lncRNA:CR44978	2L	19600697	19605490	-1	ncRNA
FBgn0036005	pall	3L	9486448	9487790	-1	protein_coding
FBgn0053126	NLaz	2L	1359837	1361821	-1	protein_coding
FBgn0039358	CG5028	3R	25680845	25683780	1	protein_coding
FBgn0065066	snoRNA:Me28S-A2564	3R	29863299	29863344	1	snoRNA
FBgn0260475	CG30059	2R	13412769	13414620	-1	protein_coding
FBgn0085413	CG34384	3R	7814361	7855392	1	protein_coding
FBgn0037719	bocks	3R	9589468	9591002	-1	protein_coding
FBgn0262854	CG43218	3L	21258020	21258758	1	protein_coding
FBgn0038795	CG4335	3R	20406615	20407871	-1	protein_coding
FBgn0266035	lncRNA:CR44800	2L	7636951	7637324	1	ncRNA
FBgn0262739	AGO1	2R	13943387	13958089	-1	protein_coding
FBgn0052651	CG32651	X	12404616	12408477	-1	protein_coding
FBgn0052529	Hers	X	19866146	19908108	1	protein_coding
FBgn0051908	CG31908	2L	7024829	7027389	-1	protein_coding
FBgn0041096	rols	3L	12008225	12064859	-1	protein_coding
FBgn0038810	Srp72	3R	20588711	20591040	1	protein_coding
FBgn0265645	lncRNA:CR44452	2R	10656695	10657545	-1	ncRNA
FBgn0004173	Mst84Db	3R	7365160	7365627	-1	protein_coding
FBgn0263051	CG43346	2L	21166046	21168581	-1	protein_coding
FBgn0003016	osp	2L	14599196	14689340	-1	protein_coding
FBgn0052176	CG32176	3L	17433868	17437971	1	protein_coding
FBgn0261401	Ir75c	3L	17820493	17822834	-1	protein_coding
FBgn0030620	CG5662	X	15210386	15211467	1	protein_coding
FBgn0011828	Pxn	3L	2601455	2630064	-1	protein_coding
FBgn0267451	asRNA:CR45801	3L	21028959	21029701	-1	ncRNA
FBgn0250835	CG15394	2L	2591869	2592773	1	protein_coding
FBgn0036813	Atg3	3L	18748687	18750483	1	protein_coding
FBgn0267111	lncRNA:CR45551	3R	8225279	8232178	-1	ncRNA
FBgn0037915	CG6790	3R	11575901	11578745	-1	protein_coding
FBgn0267031	lncRNA:CR45475	X	625247	625661	1	ncRNA
FBgn0038887	CG7907	3R	21403735	21406690	1	protein_coding
FBgn0037487	thw	3R	7224414	7241138	1	protein_coding
FBgn0261292	CheB53a	2R	16466709	16467522	1	protein_coding
FBgn0266833	lncRNA:CR45295	2L	4256132	4256519	-1	ncRNA
FBgn0038694	CG5217	3R	19247052	19248136	-1	protein_coding
FBgn0038090	CG10909	3R	12910120	12911292	-1	protein_coding
FBgn0035777	CG8563	3L	7390742	7396013	1	protein_coding
FBgn0011862	tRNA:Gly-GCC-1-4	2L	14518091	14518161	1	tRNA
FBgn0030555	Fbxl4	X	14234413	14237923	-1	protein_coding
FBgn0267351	Topors	2R	18972612	18977262	1	protein_coding
FBgn0263602	Tasp1	3L	16085221	16087525	-1	protein_coding
FBgn0033186	CG1602	2R	7516923	7518936	-1	protein_coding
FBgn0267617	asRNA:CR45955	3L	21636643	21637314	-1	ncRNA
FBgn0264747	CG44005	3L	18070300	18072123	-1	protein_coding
FBgn0028520	CG4891	2L	16094997	16095944	1	protein_coding
FBgn0036877	CG9452	3L	19501010	19503870	-1	protein_coding
FBgn0038735	CG4662	3R	19847311	19854403	1	protein_coding
FBgn0052656	Muc11A	X	12059795	12065144	1	protein_coding
FBgn0045852	ham	2L	18762874	18792906	-1	protein_coding
FBgn0040929	CG12659	X	8590775	8591729	-1	protein_coding
FBgn0038592	CG18599	3R	18267789	18271172	1	protein_coding
FBgn0031548	CG8852	2L	3525131	3527588	1	protein_coding
FBgn0050480	CG30480	2R	14674606	14678136	-1	protein_coding
FBgn0032651	Oli	2L	17589184	17591267	1	protein_coding
FBgn0267038	lncRNA:CR45482	X	4047596	4049204	-1	ncRNA
FBgn0032154	mtDNA-helicase	2L	9891255	9893446	-1	protein_coding
FBgn0031816	Rchy1	2L	6459015	6465669	-1	protein_coding
FBgn0014141	cher	3R	17091533	17125389	-1	protein_coding
FBgn0031011	CG8034	X	19281232	19298162	-1	protein_coding
FBgn0264696	CG43965	3L	8725520	8725774	-1	protein_coding
FBgn0025638	Roc1a	X	647304	648597	1	protein_coding
FBgn0038422	CG14880	3R	16360329	16368306	-1	protein_coding
FBgn0263996	CG43739	2L	20871335	20918931	-1	protein_coding
FBgn0266721	gammaSnap2	3R	10120399	10121400	-1	protein_coding
FBgn0032896	CG14400	2L	20856987	20857891	-1	protein_coding
FBgn0032869	CG17470	2L	20642306	20643244	-1	protein_coding
FBgn0267766	asRNA:CR46097	3R	24924416	24925344	-1	ncRNA
FBgn0038076	Cyp313a4	3R	12679279	12681375	-1	protein_coding
FBgn0061197	CG13164	2R	12302544	12306269	-1	protein_coding
FBgn0034913	Snap29	2R	23843483	23844763	-1	protein_coding
FBgn0031645	CG3036	2L	4892112	4903889	1	protein_coding
FBgn0037463	djl	3R	7060767	7061919	1	protein_coding
FBgn0035585	ATPsynCF6L	3L	5011444	5012133	-1	protein_coding
FBgn0040496	CG17104	2L	10677198	10679707	1	protein_coding
FBgn0029596	CG14054	X	2065273	2066359	-1	protein_coding
FBgn0031130	CG15452	X	20744965	20745965	-1	protein_coding
FBgn0264983	asRNA:CR44134	3R	4436356	4437230	1	ncRNA
FBgn0053451	5SrRNA:CR33451	2R	19729921	19730055	-1	rRNA
FBgn0041623	Or65c	3L	6327608	6329069	1	protein_coding
FBgn0029696	CG15571	X	4216873	4217394	-1	protein_coding
FBgn0033868	S-Lap7	2R	13778124	13780245	-1	protein_coding
FBgn0053859	His2A:CG33859	2L	21528341	21528833	1	protein_coding
FBgn0003411	sisA	X	11321579	11322357	-1	protein_coding
FBgn0027547	CG1927	3L	1966725	1970079	-1	protein_coding
FBgn0267969	lncRNA:CR46247	X	4062859	4064506	-1	ncRNA
FBgn0285952	eEF5	2R	24057798	24059483	1	protein_coding
FBgn0038649	CG7718	3R	18744063	18746041	-1	protein_coding
FBgn0265315	lncRNA:CR44288	3R	27538233	27539159	1	ncRNA
FBgn0015828	TfIIEalpha	3L	11682038	11683805	1	protein_coding
FBgn0046698	Pp1-Y2	Y	3539437	3540722	-1	protein_coding
FBgn0265631	CG44438	2R	5879196	5880395	-1	protein_coding
FBgn0038950	CG5382	3R	22364573	22365983	-1	protein_coding
FBgn0264338	lncRNA:CR43794	2R	23507078	23507832	-1	ncRNA
FBgn0033316	Gle1	2R	8627900	8630186	1	protein_coding
FBgn0035661	CG10477	3L	6033199	6034611	-1	protein_coding
FBgn0259936	Uhg3	2L	20647533	20648848	1	ncRNA
FBgn0260795	NaPi-III	3L	11123348	11134663	1	protein_coding
FBgn0267497	28SrRNA:CR45837	rDNA	46771	49485	1	rRNA
FBgn0266868	lncRNA:CR45329	2R	14823545	14824365	-1	ncRNA
FBgn0016978	snRNP-U1-70K	2L	6968711	6971737	-1	protein_coding
FBgn0263525	mir-4911	3R	15836287	15836354	-1	pre_miRNA
FBgn0037783	Npc2c	3R	10060252	10061136	1	protein_coding
FBgn0030408	CG11085	X	12616316	12621216	1	protein_coding
FBgn0050421	Usp15-31	2R	24743749	24756976	1	protein_coding
FBgn0036714	CG7692	3L	17351822	17358056	1	protein_coding
FBgn0054008	CG34008	3R	20580683	20581522	-1	protein_coding
FBgn0262444	mir-1013	3R	30791636	30791696	-1	pre_miRNA
FBgn0031610	CG15436	2L	4463611	4465075	1	protein_coding
FBgn0040832	CG8012	3L	8215280	8216198	1	protein_coding
FBgn0262026	CG42837	2R	16197042	16199378	1	protein_coding
FBgn0261723	Dbx	3L	1921307	1933602	1	protein_coding
FBgn0033122	CG17002	2R	6986043	6988922	1	protein_coding
FBgn0031283	CG15880	2L	816994	817950	-1	protein_coding
FBgn0035106	rno	3L	187207	199762	-1	protein_coding
FBgn0034567	CG15651	2R	20983838	20986500	-1	protein_coding
FBgn0033673	CG8298	2R	11989131	11992350	1	protein_coding
FBgn0053986	CG33986	3L	15524325	15525253	-1	protein_coding
FBgn0053437	5SrRNA:CR33437	2R	19735141	19735275	-1	rRNA
FBgn0034442	CG11257	2R	19390128	19391900	1	protein_coding
FBgn0032169	CG4709	2L	9954325	9956176	1	protein_coding
FBgn0041087	wun2	2R	9414342	9417846	1	protein_coding
FBgn0261287	ymp	3R	25591502	25609127	-1	protein_coding
FBgn0266099	CG44836	3L	16390952	16400275	-1	protein_coding
FBgn0263353	CG11000	3R	5802328	5813258	1	protein_coding
FBgn0085419	Rgk2	2R	18539585	18548969	1	protein_coding
FBgn0263778	lncRNA:CR43695	X	8324491	8325189	-1	ncRNA
FBgn0265735	lncRNA:CR44542	3L	10236609	10236936	1	ncRNA
FBgn0037276	CG17387	3R	4781120	4784722	-1	protein_coding
FBgn0000395	cv-2	2R	21355015	21379464	-1	protein_coding
FBgn0053832	His2A:CG33832	2L	21483227	21483719	1	protein_coding
FBgn0023023	CRMP	3R	5571108	5579189	1	protein_coding
FBgn0022935	D19A	3L	6185830	6189123	-1	protein_coding
FBgn0261608	RpL37A	2L	5070957	5072055	1	protein_coding
FBgn0015790	Rab11	3R	21111408	21116146	1	protein_coding
FBgn0028704	Nckx30C	2L	9711512	9746495	-1	protein_coding
FBgn0002789	Mp20	2R	13246670	13248880	1	protein_coding
FBgn0267827	lncRNA:CR46148	2L	588048	588784	1	ncRNA
FBgn0000377	crn	X	2247594	2249983	-1	protein_coding
FBgn0264677	lncRNA:CR43962	X	22514453	22514891	-1	ncRNA
FBgn0037610	CG8043	3R	8676915	8678233	1	protein_coding
FBgn0034408	sano	2R	18878391	18959500	1	protein_coding
FBgn0038225	soti	3R	14380663	14381699	-1	protein_coding
FBgn0050101	CG30101	2R	17408258	17410204	-1	protein_coding
FBgn0261530	nbs	3L	9720414	9723194	-1	protein_coding
FBgn0267649	pre-mod(mdg4)-H	3R	21354445	21359768	-1	protein_coding
FBgn0262838	CG43202	2R	18381393	18381844	-1	protein_coding
FBgn0260748	CG5004	X	17107582	17135988	1	protein_coding
FBgn0038468	CG5225	3R	17028693	17030701	1	protein_coding
FBgn0016660	H15	2L	5404280	5416593	1	protein_coding
FBgn0267252	Ggamma30A	2L	9256563	9302494	1	protein_coding
FBgn0264551	lncRNA:CR43930	3L	20913158	20913705	-1	ncRNA
FBgn0036161	CG7551	3L	11458490	11459625	1	protein_coding
FBgn0263404	CG43450	3R	12195294	12195574	1	protein_coding
FBgn0032170	CG4658	2L	9957132	9960168	1	protein_coding
FBgn0032023	CG14274	2L	8338287	8342056	1	protein_coding
FBgn0052163	CG32163	3L	16587157	16588143	1	protein_coding
FBgn0013269	Fkbp39	3R	15331584	15333133	-1	protein_coding
FBgn0265920	lncRNA:CR44709	3L	4493734	4495215	-1	ncRNA
FBgn0266865	asRNA:CR45326	2R	23709177	23709947	1	ncRNA
FBgn0051814	CG31814	2L	13676860	13717320	-1	protein_coding
FBgn0037481	MAGE	3R	7154238	7155180	-1	protein_coding
FBgn0031428	CG9886	2L	2420830	2424647	1	protein_coding
FBgn0264446	asRNA:CR43864	X	1902028	1903733	1	ncRNA
FBgn0263553	mir-4913	3L	8354184	8354241	-1	pre_miRNA
FBgn0015584	Acp53Ea	2R	16749803	16750335	-1	protein_coding
FBgn0265957	lncRNA:CR44744	2L	5258942	5259992	1	ncRNA
FBgn0036436	CG4914	3L	14674538	14678147	-1	protein_coding
FBgn0283440	solo	2L	15061656	15072133	1	protein_coding
FBgn0266685	asRNA:CR45175	3L	17841671	17842599	1	ncRNA
FBgn0030433	mRpL49	X	12907105	12907942	1	protein_coding
FBgn0000250	cact	2L	16313036	16326207	-1	protein_coding
FBgn0005640	Eip63E	3L	3515751	3610521	1	protein_coding
FBgn0263130	lncRNA:CR43372	3R	21530987	21532986	-1	ncRNA
FBgn0030881	CG12985	X	17883718	17885238	1	protein_coding
FBgn0033925	CG8617	2R	14355769	14357281	-1	protein_coding
FBgn0037410	Osi2	3R	6209373	6213493	1	protein_coding
FBgn0032530	CG9263	2L	13541638	13542576	-1	protein_coding
FBgn0263211	CR43381	X	19939045	19939396	-1	pseudogene
FBgn0261832	CG42764	3L	20464714	20466041	-1	protein_coding
FBgn0000181	bic	2R	12870249	12871794	1	protein_coding
FBgn0032769	CG10750	2L	19300255	19301600	1	protein_coding
FBgn0083029	snoRNA:Psi18S-525j	2L	20421928	20422063	1	snoRNA
FBgn0262945	lncRNA:CR43264	X	5831898	5832215	-1	ncRNA
FBgn0263089	lncRNA:CR43357	2L	15202259	15203967	1	ncRNA
FBgn0085476	CG34447	2L	2418422	2420013	-1	protein_coding
FBgn0034094	Tsf3	2R	16226501	16229869	1	protein_coding
FBgn0263527	mir-4908	3R	30506829	30506887	1	pre_miRNA
FBgn0029947	CG1999	X	7358796	7360058	1	protein_coding
FBgn0053886	His2B:CG33886	2L	21492700	21493294	-1	protein_coding
FBgn0015282	Rpt2	3R	23929873	23931558	-1	protein_coding
FBgn0261289	CheB98a	3R	28806702	28807501	1	protein_coding
FBgn0285970	CG32500	X	21621541	21623750	-1	protein_coding
FBgn0052488	CG32488	3L	3014761	3016069	-1	protein_coding
FBgn0011270	Pglym87	3R	12231645	12232729	-1	protein_coding
FBgn0259704	Nsun5	3R	19160099	19162300	-1	protein_coding
FBgn0053145	GalT1	2R	11980577	11982956	-1	protein_coding
FBgn0031562	CG3604	2L	3697242	3697872	-1	protein_coding
FBgn0265077	lncRNA:CR44188	2L	20711202	20712300	1	ncRNA
FBgn0030850	stas	X	17623221	17627895	-1	protein_coding
FBgn0261458	capt	2L	1151678	1158262	-1	protein_coding
FBgn0267303	lncRNA:CR45739	3L	4445996	4446395	-1	ncRNA
FBgn0003997	hid	3L	18167745	18185641	-1	protein_coding
FBgn0034605	CG15661	2R	21215435	21217779	-1	protein_coding
FBgn0053851	His3:CG33851	2L	21515062	21515590	1	protein_coding
FBgn0267811	asRNA:CR46136	3R	5560472	5561573	1	ncRNA
FBgn0031976	CG7367	2L	8026914	8039788	-1	protein_coding
FBgn0032243	Klp31E	2L	10414017	10418991	1	protein_coding
FBgn0262185	mir-995	3R	20735923	20736012	1	pre_miRNA
FBgn0261294	CheB74a	3L	17719193	17719854	-1	protein_coding
FBgn0052113	Vps13D	3L	12755049	12768605	1	protein_coding
FBgn0259990	CG42487	3R	27957356	27959245	-1	protein_coding
FBgn0263511	Vsx1	X	5594255	5612865	1	protein_coding
FBgn0266925	asRNA:CR45376	2R	22201508	22203045	1	ncRNA
FBgn0011676	Nos	2L	10804274	10837511	-1	protein_coding
FBgn0267376	SelR	3R	10863355	10868642	-1	protein_coding
FBgn0039007	CCAP	3R	22700582	22702084	-1	protein_coding
FBgn0035724	CG10064	3L	6965260	6967897	-1	protein_coding
FBgn0051431	CG31431	3R	21870681	21873640	1	protein_coding
FBgn0265169	asRNA:CR44238	3R	17126984	17127862	-1	ncRNA
FBgn0026879	CG13364	X	624757	625203	-1	protein_coding
FBgn0000280	Cec-Psi1	3R	30211527	30211753	1	pseudogene
FBgn0050232	tRNA:Ala-TGC-1-1	2R	17391774	17391845	-1	tRNA
FBgn0030793	CG9125	X	16801929	16803344	-1	protein_coding
FBgn0035501	CG1299	3L	4148696	4152473	1	protein_coding
FBgn0028497	CG3530	2R	23389009	23396680	-1	protein_coding
FBgn0030316	CG11695	X	11576883	11578806	1	protein_coding
FBgn0039505	CG5934	3R	27273705	27274565	1	protein_coding
FBgn0266178	pre-mod(mdg4)-B	3R	21354445	21359768	-1	protein_coding
FBgn0036406	CG13484	3L	14052428	14053079	-1	protein_coding
FBgn0051697	CG31697	2L	19535448	19536104	1	protein_coding
FBgn0023215	Mnt	X	3671801	3701672	1	protein_coding
FBgn0014417	CG13397	2L	8408888	8411868	-1	protein_coding
FBgn0033260	Cul4	2R	8102260	8106318	-1	protein_coding
FBgn0053138	AGBE	2R	13171401	13174796	1	protein_coding
FBgn0260745	mfas	3R	11984862	11993315	-1	protein_coding
FBgn0267063	lncRNA:CR45507	X	21467128	21467601	-1	ncRNA
FBgn0028418	Lk	3L	14560139	14560764	-1	protein_coding
FBgn0265800	lncRNA:CR44589	2L	12046442	12046679	1	ncRNA
FBgn0038037	Cyp9f2	3R	12403340	12406028	-1	protein_coding
FBgn0035581	Dnah3	3L	4861269	4895749	1	protein_coding
FBgn0033112	Spn42Db	2R	6879285	6880770	-1	protein_coding
FBgn0035380	CG9970	3L	2915024	2916654	-1	protein_coding
FBgn0003165	pum	3R	9066343	9237682	-1	protein_coding
FBgn0030600	hiw	X	15010137	15063429	-1	protein_coding
FBgn0027844	CAH1	2L	13803626	13809994	1	protein_coding
FBgn0005624	Psc	2R	12965997	12980994	-1	protein_coding
FBgn0035021	CG4622	2R	24533374	24556300	-1	protein_coding
FBgn0036908	TORIP	3L	19803738	19805080	-1	protein_coding
FBgn0038903	RpI12	3R	21777203	21777847	-1	protein_coding
FBgn0250842	CG17575	2R	12845544	12846596	-1	protein_coding
FBgn0035293	CG5687	3L	1933633	1939103	-1	protein_coding
FBgn0033258	CG8712	2R	8096792	8098484	-1	protein_coding
FBgn0037552	CG7800	3R	8217957	8219734	1	protein_coding
FBgn0013467	igl	2R	15155437	15190292	1	protein_coding
FBgn0037939	CG14718	3R	11700614	11702720	1	protein_coding
FBgn0032399	CG6785	2L	12041054	12045200	-1	protein_coding
FBgn0036556	CG5830	3L	15992669	16004736	-1	protein_coding
FBgn0011566	Smyd3	X	2606680	2608876	-1	protein_coding
FBgn0085253	CG34224	2R	11237172	11237644	-1	protein_coding
FBgn0039229	Saf-B	3R	24817464	24822350	1	protein_coding
FBgn0267501	18SrRNA:CR45841	rDNA	67668	69662	1	rRNA
FBgn0261963	mid	2L	5461639	5467610	1	protein_coding
FBgn0033628	CG13203	2R	11373607	11377109	1	protein_coding
FBgn0037853	CG14696	3R	10882433	10885001	-1	protein_coding
FBgn0050356	CG30356	2R	8728964	8729501	-1	protein_coding
FBgn0010909	msn	3L	2554847	2586540	-1	protein_coding
FBgn0034539	CG11159	2R	20655756	20656609	-1	protein_coding
FBgn0003462	Sod1	3L	11112281	11113740	-1	protein_coding
FBgn0265149	lncRNA:CR44218	2L	248909	249812	1	ncRNA
FBgn0036066	CG14160	3L	10086747	10089400	-1	protein_coding
FBgn0037429	Osi19	3R	6335362	6337196	1	protein_coding
FBgn0267112	lncRNA:CR45552	3R	30528280	30531861	-1	ncRNA
FBgn0032919	CG9253	2L	21143229	21145146	1	protein_coding
FBgn0046878	Obp83cd	3R	6108134	6109733	1	protein_coding
FBgn0261243	Psa	3L	1502843	1523380	1	protein_coding
FBgn0259146	fid	3R	25970080	25982736	1	protein_coding
FBgn0266876	lncRNA:CR45337	2L	3260973	3261281	-1	ncRNA
FBgn0062449	CG13197	2R	11691285	11697785	1	protein_coding
FBgn0030696	CG8509	X	15809555	15810947	1	protein_coding
FBgn0262435	mir-1009	2R	23993054	23993114	-1	pre_miRNA
FBgn0082945	snoRNA:Me28S-A2634b	3L	1666665	1666745	-1	snoRNA
FBgn0051603	tRNA:Asp-GTC-1-5	2L	8541761	8541832	1	tRNA
FBgn0033658	Twdlbeta	2R	11862537	11863252	-1	protein_coding
FBgn0024986	CG3719	X	1378885	1380480	-1	protein_coding
FBgn0032420	CG6583	2L	12171204	12172586	-1	protein_coding
FBgn0011980	tRNA:Ser-AGA-3-1	X	14025109	14025190	-1	tRNA
FBgn0262178	mir-981	X	1788861	1788957	-1	pre_miRNA
FBgn0010531	Ccs	2R	10121486	10122574	-1	protein_coding
FBgn0020251	sfl	3L	6495680	6550104	1	protein_coding
FBgn0034728	rad50	2R	22421013	22425482	1	protein_coding
FBgn0029588	CG14798	X	1692824	1693843	1	protein_coding
FBgn0036351	CG14107	3L	13380359	13381346	-1	protein_coding
FBgn0037261	CG9775	3R	4638010	4641838	-1	protein_coding
FBgn0053431	5SrRNA:CR33431	2R	19737355	19737489	-1	rRNA
FBgn0035587	Gdap1	3L	5141953	5144317	1	protein_coding
FBgn0015591	AstA	3R	24760530	24765071	-1	protein_coding
FBgn0051798	CG31798	2L	19394160	19396190	1	protein_coding
FBgn0005626	ple	3L	6713356	6719525	-1	protein_coding
FBgn0027619	eIF3j	2R	9968929	9970897	1	protein_coding
FBgn0052463	Tengl2	2L	2238304	2239384	-1	protein_coding
FBgn0259192	CG42296	2L	2032519	2036041	-1	protein_coding
FBgn0083972	CG34136	2L	21096922	21098932	1	protein_coding
FBgn0004589	Eig71Eb	3L	15649936	15650541	1	protein_coding
FBgn0051480	tRNA:Thr-CGT-1-1	3R	20890698	20890769	1	tRNA
FBgn0035082	CG2811	2R	24939706	24940483	-1	protein_coding
FBgn0050047	CG30047	2R	12351793	12355413	1	protein_coding
FBgn0083942	CG34106	2L	17131024	17173118	1	protein_coding
FBgn0270927	betaGlu	3R	31769293	31771848	-1	protein_coding
FBgn0259738	CG42392	2R	16765361	16766000	-1	protein_coding
FBgn0036227	CG17826	3L	11949839	11952225	1	protein_coding
FBgn0037422	Osi13	3R	6291737	6293489	1	protein_coding
FBgn0032922	CG9249	2L	21157433	21158611	-1	protein_coding
FBgn0265039	lncRNA:CR44156	3R	4660527	4660939	-1	ncRNA
FBgn0039209	REPTOR	3R	24557368	24582864	-1	protein_coding
FBgn0261975	CG42806	2R	13964653	13965455	1	protein_coding
FBgn0031068	Alr	X	19748314	19750167	1	protein_coding
FBgn0037726	CG9492	3R	9651179	9674643	-1	protein_coding
FBgn0263595	lncRNA:CR43617	3R	16892410	16897861	1	ncRNA
FBgn0051115	CG31115	3R	25036944	25037982	1	protein_coding
FBgn0267384	Ubc7	X	16593677	16595867	1	protein_coding
FBgn0004687	Mlc-c	X	5619136	5622539	-1	protein_coding
FBgn0053060	CG33060	3L	16331040	16331767	1	protein_coding
FBgn0267490	Mst77Y-4	Y	3284939	3285868	1	protein_coding
FBgn0053384	5SrRNA:CR33384	2R	19754665	19754799	-1	rRNA
FBgn0038286	CG6966	3R	15079320	15095631	-1	protein_coding
FBgn0024184	unc-4	X	17768569	17778708	1	protein_coding
FBgn0031432	Cyp309a1	2L	2562483	2564830	-1	protein_coding
FBgn0250757	CG42235	3R	25907022	25921046	1	protein_coding
FBgn0051363	Jupiter	3R	11590386	11619906	-1	protein_coding
FBgn0067783	DPCoAC	3R	20552385	20557667	-1	protein_coding
FBgn0259852	Su(Ste):CR42421	Y	906805	907496	-1	ncRNA
FBgn0039294	Cad96Cb	3R	25224156	25232321	-1	protein_coding
FBgn0051718	Ir31a	2L	10405565	10408197	1	protein_coding
FBgn0031957	TwdlE	2L	7857957	7860839	-1	protein_coding
FBgn0264810	Pburs	2L	14416729	14417331	-1	protein_coding
FBgn0063496	GstE4	2R	18403248	18404086	1	protein_coding
FBgn0266030	lncRNA:CR44795	2L	5615230	5615661	1	ncRNA
FBgn0259236	comm3	3L	15613184	15647762	-1	protein_coding
FBgn0032240	CG17768	2L	10403197	10405203	-1	protein_coding
FBgn0032840	sNPF	2L	20027915	20056373	1	protein_coding
FBgn0038536	CG7655	3R	17682669	17683773	1	protein_coding
FBgn0262194	mir-2489	2L	13609974	13610068	1	pre_miRNA
FBgn0031273	CG2839	2L	625652	628200	1	protein_coding
FBgn0053813	His1:CG33813	2L	21451052	21452074	1	protein_coding
FBgn0047135	CG32276	3L	3197863	3199047	-1	protein_coding
FBgn0032104	aust	2L	9250048	9251042	-1	protein_coding
FBgn0267950	lncRNA:CR46230	3L	10796802	10797361	1	ncRNA
FBgn0051950	Sbat	2L	2878344	2879001	1	protein_coding
FBgn0036031	CG6761	3L	9700517	9703595	-1	protein_coding
FBgn0031549	Spindly	2L	3527387	3530317	-1	protein_coding
FBgn0040397	CG3655	X	1073041	1134896	-1	protein_coding
FBgn0035150	Rev1	3L	654363	657971	1	protein_coding
FBgn0050364	hubl	2R	8359466	8362156	-1	protein_coding
FBgn0034697	GM130	2R	22124567	22127502	-1	protein_coding
FBgn0259863	Su(Ste):CR42432	Y	979530	980284	-1	ncRNA
FBgn0261574	kug	3L	20005301	20024607	1	protein_coding
FBgn0053963	lncRNA:CR33963	X	12659462	12660632	1	ncRNA
FBgn0051716	Cnot4	2L	10396716	10403206	1	protein_coding
FBgn0036354	Poc1	3L	13388299	13390006	-1	protein_coding
FBgn0050225	tRNA:Val-AAC-2-1	2R	19414845	19414917	1	tRNA
FBgn0052312	tRNA:Cys-GCA-2-1	3L	1925641	1925712	1	tRNA
FBgn0036311	CG17666	3L	12781325	12784377	1	protein_coding
FBgn0085638	CG41378	2R	2770380	2846708	-1	protein_coding
FBgn0028538	Sec71	2L	13793521	13799674	1	protein_coding
FBgn0032450	CG5776	2L	12700949	12704451	-1	protein_coding
